"행정구역","2020년01월_계_총인구수","2020년01월_계_연령구간인구수","2020년01월_계_0~9세","2020년01월_계_10~19세","2020년01월_계_20~29세","2020년01월_계_30~39세","2020년01월_계_40~49세","2020년01월_계_50~59세","2020년01월_계_60~69세","2020년01월_계_70~79세","2020년01월_계_80~89세","2020년01월_계_90~99세","2020년01월_계_100세 이상","2020년01월_남_총인구수","2020년01월_남_연령구간인구수","2020년01월_남_0~9세","2020년01월_남_10~19세","2020년01월_남_20~29세","2020년01월_남_30~39세","2020년01월_남_40~49세","2020년01월_남_50~59세","2020년01월_남_60~69세","2020년01월_남_70~79세","2020년01월_남_80~89세","2020년01월_남_90~99세","2020년01월_남_100세 이상","2020년01월_여_총인구수","2020년01월_여_연령구간인구수","2020년01월_여_0~9세","2020년01월_여_10~19세","2020년01월_여_20~29세","2020년01월_여_30~39세","2020년01월_여_40~49세","2020년01월_여_50~59세","2020년01월_여_60~69세","2020년01월_여_70~79세","2020년01월_여_80~89세","2020년01월_여_90~99세","2020년01월_여_100세 이상"
"경상북도 김천시 대곡동(4715059500)","20,529","20,529","1,482","2,280","2,443","2,178","3,060","3,766","2,840","1,588","787","102","3","10,205","10,205","741","1,295","1,421","1,141","1,498","1,790","1,335","706","260","17","1","10,324","10,324","741","985","1,022","1,037","1,562","1,976","1,505","882","527","85","2"
"경상북도 김천시 지좌동(4715061000)","10,871","10,871","915","1,152","1,364","1,329","1,869","1,872","1,350","690","288","40","2","5,526","5,526","459","625","769","725","958","958","643","294","89","6","0","5,345","5,345","456","527","595","604","911","914","707","396","199","34","2"
"경상북도 김천시 율곡동(4715064000)","21,890","21,890","4,143","2,463","2,328","4,955","4,121","2,356","978","352","170","22","2","11,084","11,084","2,109","1,263","1,167","2,461","2,111","1,300","481","146","41","5","0","10,806","10,806","2,034","1,200","1,161","2,494","2,010","1,056","497","206","129","17","2"
"경상북도 안동시 (4717000000)","159,844","159,844","11,155","14,160","16,937","16,072","22,799","27,017","24,377","16,640","9,258","1,366","63","79,122","79,122","5,866","7,406","9,300","8,282","11,884","13,739","11,819","7,333","3,169","310","14","80,722","80,722","5,289","6,754","7,637","7,790","10,915","13,278","12,558","9,307","6,089","1,056","49"
"경상북도 안동시 풍산읍(4717025000)","6,569","6,569","216","292","498","422","642","1,142","1,362","1,132","744","111","8","3,314","3,314","117","158","291","236","398","634","685","512","251","30","2","3,255","3,255","99","134","207","186","244","508","677","620","493","81","6"
"경상북도 안동시 와룡면(4717031000)","4,200","4,200","98","227","325","198","384","711","880","764","538","71","4","2,171","2,171","53","134","196","111","239","396","455","358","209","20","0","2,029","2,029","45","93","129","87","145","315","425","406","329","51","4"
"경상북도 안동시 북후면(4717032000)","3,084","3,084","71","99","160","184","343","584","605","567","401","68","2","1,616","1,616","34","60","106","121","228","343","303","255","150","16","0","1,468","1,468","37","39","54","63","115","241","302","312","251","52","2"
"경상북도 안동시 서후면(4717033000)","3,707","3,707","89","170","394","224","384","651","803","552","366","73","1","1,939","1,939","50","99","209","133","237","375","418","267","131","20","0","1,768","1,768","39","71","185","91","147","276","385","285","235","53","1"
"경상북도 안동시 풍천면(4717034000)","5,252","5,252","225","273","588","592","589","839","883","749","448","63","3","2,720","2,720","122","146","329","340","356","474","434","341","159","18","1","2,532","2,532","103","127","259","252","233","365","449","408","289","45","2"
"경상북도 안동시 일직면(4717035000)","2,904","2,904","54","141","157","138","285","497","622","561","384","63","2","1,414","1,414","31","89","95","74","175","276","294","244","123","13","0","1,490","1,490","23","52","62","64","110","221","328","317","261","50","2"
"경상북도 안동시 남후면(4717036000)","1,865","1,865","39","72","87","93","180","307","385","382","274","45","1","908","908","16","40","52","55","116","179","196","159","90","5","0","957","957","23","32","35","38","64","128","189","223","184","40","1"
"경상북도 안동시 남선면(4717037000)","2,151","2,151","61","88","187","132","190","461","451","328","217","36","0","1,100","1,100","38","41","113","78","114","253","236","150","71","6","0","1,051","1,051","23","47","74","54","76","208","215","178","146","30","0"
"경상북도 안동시 임하면(4717038000)","2,996","2,996","81","118","228","174","298","557","666","493","317","61","3","1,572","1,572","31","61","152","100","194","328","361","233","91","20","1","1,424","1,424","50","57","76","74","104","229","305","260","226","41","2"
"경상북도 안동시 길안면(4717039000)","2,790","2,790","54","78","154","130","196","550","666","570","350","41","1","1,404","1,404","25","42","91","77","141","311","351","219","134","13","0","1,386","1,386","29","36","63","53","55","239","315","351","216","28","1"
"경상북도 안동시 임동면(4717040000)","1,806","1,806","34","54","96","73","165","325","451","350","234","20","4","931","931","22","25","59","48","111","187","242","149","82","6","0","875","875","12","29","37","25","54","138","209","201","152","14","4"
"경상북도 안동시 예안면(4717041000)","1,922","1,922","47","56","102","88","135","409","450","382","222","29","2","990","990","27","35","63","53","89","219","239","174","82","9","0","932","932","20","21","39","35","46","190","211","208","140","20","2"
"경상북도 안동시 도산면(4717042000)","1,678","1,678","28","52","67","80","142","304","421","346","209","29","0","894","894","14","29","43","53","100","179","216","162","91","7","0","784","784","14","23","24","27","42","125","205","184","118","22","0"
"경상북도 안동시 녹전면(4717043000)","1,796","1,796","31","71","84","80","153","307","447","358","236","28","1","935","935","22","35","51","53","99","172","243","171","81","7","1","861","861","9","36","33","27","54","135","204","187","155","21","0"
"경상북도 안동시 중구동(4717051000)","5,246","5,246","270","387","573","564","662","862","915","675","284","52","2","2,570","2,570","149","192","321","283","360","447","404","306","100","6","2","2,676","2,676","121","195","252","281","302","415","511","369","184","46","0"
"경상북도 안동시 명륜동(4717052000)","5,186","5,186","336","429","550","498","756","968","800","568","250","31","0","2,495","2,495","182","208","294","236","401","482","378","237","68","9","0","2,691","2,691","154","221","256","262","355","486","422","331","182","22","0"
"경상북도 안동시 용상동(4717055500)","22,365","22,365","1,959","2,406","3,054","2,613","3,607","3,538","2,662","1,583","831","106","6","11,091","11,091","1,035","1,226","1,706","1,325","1,795","1,760","1,259","682","275","25","3","11,274","11,274","924","1,180","1,348","1,288","1,812","1,778","1,403","901","556","81","3"
"경상북도 안동시 서구동(4717058500)","9,416","9,416","722","918","868","908","1,412","1,527","1,466","1,031","492","67","5","4,525","4,525","387","468","464","455","710","745","654","450","175","17","0","4,891","4,891","335","450","404","453","702","782","812","581","317","50","5"
"경상북도 안동시 태화동(4717060000)","13,687","13,687","967","1,031","1,521","1,659","1,956","2,330","2,142","1,386","611","77","7","6,819","6,819","497","579","846","868","1,030","1,128","998","630","225","16","2","6,868","6,868","470","452","675","791","926","1,202","1,144","756","386","61","5"
"경상북도 안동시 평화동(4717062000)","6,565","6,565","437","570","669","682","926","1,102","1,112","716","290","59","2","3,198","3,198","209","303","381","360","489","509","496","333","110","8","0","3,367","3,367","228","267","288","322","437","593","616","383","180","51","2"
"경상북도 안동시 안기동(4717063000)","6,478","6,478","411","630","717","634","901","1,264","1,075","595","219","32","0","3,226","3,226","218","322","381","347","449","617","509","286","87","10","0","3,252","3,252","193","308","336","287","452","647","566","309","132","22","0"
"경상북도 안동시 옥동(4717065000)","22,480","22,480","2,222","2,742","2,811","2,715","3,922","3,664","2,465","1,211","630","96","2","10,723","10,723","1,168","1,415","1,442","1,302","1,885","1,712","1,133","472","181","13","0","11,757","11,757","1,054","1,327","1,369","1,413","2,037","1,952","1,332","739","449","83","2"
"경상북도 안동시 송하동(4717066000)","15,790","15,790","1,567","1,714","1,903","2,094","2,595","2,726","1,799","852","468","67","5","7,638","7,638","824","884","1,001","1,068","1,233","1,270","883","334","128","11","2","8,152","8,152","743","830","902","1,026","1,362","1,456","916","518","340","56","3"
"경상북도 안동시 강남동(4717069000)","9,911","9,911","1,136","1,542","1,144","1,097","1,976","1,392","849","489","243","41","2","4,929","4,929","595","815","614","506","935","743","432","209","75","5","0","4,982","4,982","541","727","530","591","1,041","649","417","280","168","36","2"
"경상북도 구미시 (4719000000)","419,761","419,761","43,360","46,705","58,378","68,136","73,650","68,997","36,083","15,550","7,746","1,109","47","215,196","215,196","22,410","24,404","31,991","36,207","37,108","35,354","18,390","6,758","2,361","207","6","204,565","204,565","20,950","22,301","26,387","31,929","36,542","33,643","17,693","8,792","5,385","902","41"
"경상북도 구미시 선산읍(4719025000)","15,379","15,379","974","1,219","1,655","1,429","2,059","3,063","2,498","1,429","907","142","4","7,641","7,641","491","619","977","756","1,059","1,524","1,293","636","262","24","0","7,738","7,738","483","600","678","673","1,000","1,539","1,205","793","645","118","4"
"경상북도 구미시 고아읍(4719025300)","37,229","37,229","3,421","4,119","5,000","4,639","5,985","7,670","3,691","1,614","935","146","9","18,944","18,944","1,783","2,191","2,873","2,378","2,819","3,915","1,992","678","288","26","1","18,285","18,285","1,638","1,928","2,127","2,261","3,166","3,755","1,699","936","647","120","8"
"경상북도 구미시 무을면(4719031000)","1,918","1,918","43","70","116","102","146","392","450","307","248","43","1","954","954","21","38","69","63","88","223","229","137","73","13","0","964","964","22","32","47","39","58","169","221","170","175","30","1"
"경상북도 구미시 옥성면(4719032000)","1,771","1,771","20","77","108","78","152","346","409","298","244","38","1","905","905","10","37","73","49","101","196","214","140","73","12","0","866","866","10","40","35","29","51","150","195","158","171","26","1"
"경상북도 구미시 도개면(4719033000)","2,314","2,314","43","173","158","105","216","419","489","405","270","34","2","1,181","1,181","20","112","92","66","130","249","237","184","84","6","1","1,133","1,133","23","61","66","39","86","170","252","221","186","28","1"
"경상북도 구미시 해평면(4719034000)","4,256","4,256","72","171","328","243","480","853","882","683","474","67","3","2,215","2,215","41","89","195","160","315","507","450","274","170","13","1","2,041","2,041","31","82","133","83","165","346","432","409","304","54","2"
"경상북도 구미시 산동면(4719035000)","25,573","25,573","5,397","1,973","2,844","7,940","3,802","1,967","942","396","274","38","0","13,419","13,419","2,751","1,046","1,332","4,348","2,103","1,079","499","169","80","12","0","12,154","12,154","2,646","927","1,512","3,592","1,699","888","443","227","194","26","0"
"경상북도 구미시 장천면(4719036000)","3,285","3,285","82","228","288","197","421","671","605","459","303","30","1","1,691","1,691","54","131","154","110","240","372","314","210","100","6","0","1,594","1,594","28","97","134","87","181","299","291","249","203","24","1"
"경상북도 구미시 송정동(4719051000)","16,398","16,398","922","1,352","2,648","2,287","2,456","3,242","2,337","840","278","32","4","8,109","8,109","470","678","1,454","1,275","1,145","1,506","1,107","383","88","2","1","8,289","8,289","452","674","1,194","1,012","1,311","1,736","1,230","457","190","30","3"
"경상북도 구미시 원평1동(4719052000)","3,940","3,940","77","125","556","568","727","860","620","283","96","25","3","2,172","2,172","39","59","316","304","427","518","337","138","32","2","0","1,768","1,768","38","66","240","264","300","342","283","145","64","23","3"
"경상북도 구미시 원평2동(4719053000)","3,414","3,414","101","172","331","310","392","732","754","437","166","18","1","1,762","1,762","53","95","207","203","220","377","373","181","49","4","0","1,652","1,652","48","77","124","107","172","355","381","256","117","14","1"
"경상북도 구미시 도량동(4719055100)","30,753","30,753","2,553","3,806","4,253","3,762","5,263","6,144","3,287","1,114","506","65","0","15,073","15,073","1,337","1,933","2,327","1,888","2,393","2,930","1,635","458","160","12","0","15,680","15,680","1,216","1,873","1,926","1,874","2,870","3,214","1,652","656","346","53","0"
"경상북도 구미시 지산동(4719055500)","2,326","2,326","84","136","263","191","298","503","493","231","115","11","1","1,216","1,216","45","69","156","120","164","263","251","105","43","0","0","1,110","1,110","39","67","107","71","134","240","242","126","72","11","1"
"경상북도 구미시 선주원남동(4719056500)","47,852","47,852","5,166","6,510","6,099","6,474","9,222","8,295","4,051","1,386","568","78","3","24,193","24,193","2,651","3,396","3,400","3,155","4,502","4,180","2,089","635","175","10","0","23,659","23,659","2,515","3,114","2,699","3,319","4,720","4,115","1,962","751","393","68","3"
"경상북도 구미시 형곡1동(4719058200)","15,357","15,357","1,177","1,847","2,151","1,803","2,665","3,090","1,704","628","259","33","0","7,592","7,592","612","987","1,205","906","1,199","1,461","848","292","80","2","0","7,765","7,765","565","860","946","897","1,466","1,629","856","336","179","31","0"
"경상북도 구미시 형곡2동(4719058300)","17,901","17,901","1,003","2,201","2,917","1,857","3,054","4,008","2,002","609","223","25","2","9,010","9,010","538","1,196","1,636","997","1,337","1,916","1,058","265","64","3","0","8,891","8,891","465","1,005","1,281","860","1,717","2,092","944","344","159","22","2"
